
2020-01-03T15:47:09+03:00 ==> Folder: 2 | 
  ==> Run: 8 | Epoch: (34/36)
2020-01-03T15:47:11+03:00 ==> Folder: 2 | 
Spec: (x)	 | Run: 8 | Gen: (23/50) | TSz: 0 | numG#: 13 | Elapsed: 129.27908ms
2020-01-03T15:47:11+03:00 ==> Folder: 2 | 
  ==> Run: 2 | Epoch: (22/36)
2020-01-03T15:47:11+03:00 ==> Folder: 2 | 
  ==> Run: 4 | Epoch: (31/36)
2020-01-03T15:47:11+03:00 ==> Folder: 2 | 
  ==> Run: 5 | Epoch: (4/36)
2020-01-03T15:47:11+03:00 ==> Folder: 2 | 
  ==> Run: 6 | Epoch: (4/36)
2020-01-03T15:47:11+03:00 ==> Folder: 2 | 
Spec: (x)	 | Run: 0 | Gen: (25/50) | TSz: 0 | numG#: 13 | Elapsed: 104.718466ms
2020-01-03T15:47:11+03:00 ==> Folder: 2 | 
  ==> Run: 0 | Epoch: (1/36)
2020-01-03T15:47:11+03:00 ==> Folder: 2 | 
  ==> Run: 0 | Epoch: (4/36)
2020-01-03T15:47:11+03:00 ==> Folder: 2 | 
  ==> Run: 8 | Epoch: (1/36)
2020-01-03T15:47:11+03:00 ==> Folder: 2 | 
  ==> Run: 8 | Epoch: (4/36)
2020-01-03T15:47:11+03:00 ==> Folder: 2 | 
  ==> Run: 1 | Epoch: (16/36)
2020-01-03T15:47:11+03:00 ==> Folder: 2 | 
  ==> Run: 8 | Epoch: (7/36)
2020-01-03T15:47:11+03:00 ==> Folder: 2 | 
  ==> Run: 7 | Epoch: (22/36)
2020-01-03T15:47:11+03:00 ==> Folder: 2 | 
  ==> Run: 5 | Epoch: (7/36)
2020-01-03T15:47:11+03:00 ==> Folder: 2 | 
  ==> Run: 6 | Epoch: (7/36)
2020-01-03T15:47:11+03:00 ==> Folder: 2 | 
  ==> Run: 2 | Epoch: (25/36)
2020-01-03T15:47:11+03:00 ==> Folder: 2 | 
  ==> Run: 4 | Epoch: (34/36)
2020-01-03T15:47:11+03:00 ==> Folder: 2 | 
  ==> Run: 8 | Epoch: (10/36)
2020-01-03T15:47:11+03:00 ==> Folder: 2 | 
  ==> Run: 1 | Epoch: (19/36)
2020-01-03T15:47:11+03:00 ==> Folder: 2 | 
  ==> Run: 0 | Epoch: (7/36)
2020-01-03T15:47:11+03:00 ==> Folder: 2 | 
  ==> Run: 5 | Epoch: (10/36)
2020-01-03T15:47:11+03:00 ==> Folder: 2 | 
  ==> Run: 5 | Epoch: (13/36)
2020-01-03T15:47:11+03:00 ==> Folder: 2 | 
  ==> Run: 9 | Epoch: (16/36)
2020-01-03T15:47:11+03:00 ==> Folder: 2 | 
Spec: (x)	 | Run: 4 | Gen: (24/50) | TSz: 0 | numG#: 13 | Elapsed: 116.572333ms
2020-01-03T15:47:11+03:00 ==> Folder: 2 | 
  ==> Run: 5 | Epoch: (16/36)
2020-01-03T15:47:11+03:00 ==> Folder: 2 | 
  ==> Run: 3 | Epoch: (7/36)
2020-01-03T15:47:11+03:00 ==> Folder: 2 | 
  ==> Run: 7 | Epoch: (25/36)
2020-01-03T15:47:11+03:00 ==> Folder: 2 | 
  ==> Run: 8 | Epoch: (13/36)
2020-01-03T15:47:11+03:00 ==> Folder: 2 | 
  ==> Run: 1 | Epoch: (22/36)
2020-01-03T15:47:11+03:00 ==> Folder: 2 | 
  ==> Run: 0 | Epoch: (10/36)
2020-01-03T15:47:11+03:00 ==> Folder: 2 | 
  ==> Run: 0 | Epoch: (13/36)
2020-01-03T15:47:11+03:00 ==> Folder: 2 | 
  ==> Run: 1 | Epoch: (25/36)
2020-01-03T15:47:11+03:00 ==> Folder: 2 | 
  ==> Run: 1 | Epoch: (28/36)
2020-01-03T15:47:11+03:00 ==> Folder: 2 | 
  ==> Run: 1 | Epoch: (31/36)
2020-01-03T15:47:11+03:00 ==> Folder: 2 | 
  ==> Run: 6 | Epoch: (10/36)
2020-01-03T15:47:11+03:00 ==> Folder: 2 | 
  ==> Run: 2 | Epoch: (28/36)
2020-01-03T15:47:11+03:00 ==> Folder: 2 | 
  ==> Run: 9 | Epoch: (19/36)
2020-01-03T15:47:11+03:00 ==> Folder: 2 | 
  ==> Run: 3 | Epoch: (10/36)
2020-01-03T15:47:11+03:00 ==> Folder: 2 | 
  ==> Run: 4 | Epoch: (1/36)
2020-01-03T15:47:11+03:00 ==> Folder: 2 | 
  ==> Run: 5 | Epoch: (19/36)
2020-01-03T15:47:11+03:00 ==> Folder: 2 | 
  ==> Run: 5 | Epoch: (22/36)
2020-01-03T15:47:11+03:00 ==> Folder: 2 | 
  ==> Run: 0 | Epoch: (16/36)
2020-01-03T15:47:11+03:00 ==> Folder: 2 | 
  ==> Run: 6 | Epoch: (13/36)
2020-01-03T15:47:11+03:00 ==> Folder: 2 | 
  ==> Run: 7 | Epoch: (28/36)
2020-01-03T15:47:11+03:00 ==> Folder: 2 | 
  ==> Run: 1 | Epoch: (34/36)
2020-01-03T15:47:11+03:00 ==> Folder: 2 | 
  ==> Run: 5 | Epoch: (25/36)
2020-01-03T15:47:11+03:00 ==> Folder: 2 | 
  ==> Run: 4 | Epoch: (4/36)
2020-01-03T15:47:11+03:00 ==> Folder: 2 | 
  ==> Run: 8 | Epoch: (16/36)
2020-01-03T15:47:11+03:00 ==> Folder: 2 | 
  ==> Run: 2 | Epoch: (31/36)
2020-01-03T15:47:11+03:00 ==> Folder: 2 | 
  ==> Run: 9 | Epoch: (22/36)
2020-01-03T15:47:11+03:00 ==> Folder: 2 | 
Spec: (x)	 | Run: 1 | Gen: (21/50) | TSz: 0 | numG#: 13 | Elapsed: 95.597523ms
2020-01-03T15:47:11+03:00 ==> Folder: 2 | 
  ==> Run: 3 | Epoch: (13/36)
2020-01-03T15:47:11+03:00 ==> Folder: 2 | 
  ==> Run: 5 | Epoch: (28/36)
2020-01-03T15:47:11+03:00 ==> Folder: 2 | 
  ==> Run: 6 | Epoch: (16/36)
2020-01-03T15:47:11+03:00 ==> Folder: 2 | 
  ==> Run: 0 | Epoch: (19/36)
2020-01-03T15:47:11+03:00 ==> Folder: 2 | 
  ==> Run: 7 | Epoch: (31/36)
2020-01-03T15:47:11+03:00 ==> Folder: 2 | 
  ==> Run: 4 | Epoch: (7/36)
2020-01-03T15:47:11+03:00 ==> Folder: 2 | 
  ==> Run: 8 | Epoch: (19/36)
2020-01-03T15:47:11+03:00 ==> Folder: 2 | 
  ==> Run: 8 | Epoch: (22/36)
2020-01-03T15:47:11+03:00 ==> Folder: 2 | 
  ==> Run: 0 | Epoch: (22/36)
2020-01-03T15:47:11+03:00 ==> Folder: 2 | 
  ==> Run: 6 | Epoch: (19/36)
2020-01-03T15:47:11+03:00 ==> Folder: 2 | 
  ==> Run: 7 | Epoch: (34/36)
2020-01-03T15:47:11+03:00 ==> Folder: 2 | 
  ==> Run: 9 | Epoch: (25/36)
2020-01-03T15:47:11+03:00 ==> Folder: 2 | 
  ==> Run: 2 | Epoch: (34/36)
2020-01-03T15:47:11+03:00 ==> Folder: 2 | 
  ==> Run: 1 | Epoch: (1/36)
2020-01-03T15:47:11+03:00 ==> Folder: 2 | 
  ==> Run: 4 | Epoch: (10/36)
2020-01-03T15:47:11+03:00 ==> Folder: 2 | 
  ==> Run: 3 | Epoch: (16/36)
2020-01-03T15:47:11+03:00 ==> Folder: 2 | 
  ==> Run: 5 | Epoch: (31/36)
2020-01-03T15:47:11+03:00 ==> Folder: 2 | 
  ==> Run: 5 | Epoch: (34/36)
2020-01-03T15:47:11+03:00 ==> Folder: 2 | 
Spec: (x)	 | Run: 5 | Gen: (27/50) | TSz: 0 | numG#: 13 | Elapsed: 76.312554ms
2020-01-03T15:47:11+03:00 ==> Folder: 2 | 
  ==> Run: 9 | Epoch: (28/36)
2020-01-03T15:47:11+03:00 ==> Folder: 2 | 
  ==> Run: 0 | Epoch: (25/36)
2020-01-03T15:47:11+03:00 ==> Folder: 2 | 
  ==> Run: 0 | Epoch: (28/36)
2020-01-03T15:47:11+03:00 ==> Folder: 2 | 
  ==> Run: 0 | Epoch: (31/36)
2020-01-03T15:47:11+03:00 ==> Folder: 2 | 
Spec: (x)	 | Run: 2 | Gen: (25/50) | TSz: 0 | numG#: 13 | Elapsed: 112.931967ms
2020-01-03T15:47:11+03:00 ==> Folder: 2 | 
  ==> Run: 8 | Epoch: (25/36)
2020-01-03T15:47:11+03:00 ==> Folder: 2 | 
  ==> Run: 4 | Epoch: (13/36)
2020-01-03T15:47:11+03:00 ==> Folder: 2 | 
  ==> Run: 1 | Epoch: (4/36)
2020-01-03T15:47:11+03:00 ==> Folder: 2 | 
  ==> Run: 6 | Epoch: (22/36)
2020-01-03T15:47:11+03:00 ==> Folder: 2 | 
Spec: (x)	 | Run: 7 | Gen: (22/50) | TSz: 0 | numG#: 13 | Elapsed: 132.962095ms
2020-01-03T15:47:11+03:00 ==> Folder: 2 | 
  ==> Run: 5 | Epoch: (1/36)
2020-01-03T15:47:11+03:00 ==> Folder: 2 | 
  ==> Run: 9 | Epoch: (31/36)
2020-01-03T15:47:11+03:00 ==> Folder: 2 | 
  ==> Run: 3 | Epoch: (19/36)
2020-01-03T15:47:11+03:00 ==> Folder: 2 | 
  ==> Run: 0 | Epoch: (34/36)
2020-01-03T15:47:11+03:00 ==> Folder: 2 | 
Spec: (x)	 | Run: 0 | Gen: (26/50) | TSz: 0 | numG#: 13 | Elapsed: 67.442218ms
2020-01-03T15:47:11+03:00 ==> Folder: 2 | 
  ==> Run: 8 | Epoch: (28/36)
2020-01-03T15:47:11+03:00 ==> Folder: 2 | 
  ==> Run: 0 | Epoch: (1/36)
2020-01-03T15:47:11+03:00 ==> Folder: 2 | 
  ==> Run: 3 | Epoch: (22/36)
2020-01-03T15:47:11+03:00 ==> Folder: 2 | 
  ==> Run: 9 | Epoch: (34/36)
2020-01-03T15:47:11+03:00 ==> Folder: 2 | 
  ==> Run: 6 | Epoch: (25/36)
2020-01-03T15:47:11+03:00 ==> Folder: 2 | 
  ==> Run: 7 | Epoch: (1/36)
2020-01-03T15:47:11+03:00 ==> Folder: 2 | 
  ==> Run: 6 | Epoch: (28/36)
2020-01-03T15:47:11+03:00 ==> Folder: 2 | 
  ==> Run: 7 | Epoch: (4/36)
2020-01-03T15:47:11+03:00 ==> Folder: 2 | 
  ==> Run: 5 | Epoch: (4/36)
2020-01-03T15:47:11+03:00 ==> Folder: 2 | 
  ==> Run: 5 | Epoch: (7/36)
2020-01-03T15:47:11+03:00 ==> Folder: 2 | 
  ==> Run: 4 | Epoch: (16/36)
2020-01-03T15:47:11+03:00 ==> Folder: 2 | 
  ==> Run: 4 | Epoch: (19/36)
2020-01-03T15:47:11+03:00 ==> Folder: 2 | 
  ==> Run: 8 | Epoch: (31/36)
2020-01-03T15:47:11+03:00 ==> Folder: 2 | 
  ==> Run: 1 | Epoch: (7/36)
2020-01-03T15:47:11+03:00 ==> Folder: 2 | 
  ==> Run: 7 | Epoch: (7/36)
2020-01-03T15:47:11+03:00 ==> Folder: 2 | 
  ==> Run: 5 | Epoch: (10/36)
2020-01-03T15:47:11+03:00 ==> Folder: 2 | 
  ==> Run: 1 | Epoch: (10/36)
2020-01-03T15:47:11+03:00 ==> Folder: 2 | 
  ==> Run: 5 | Epoch: (13/36)
2020-01-03T15:47:11+03:00 ==> Folder: 2 | 
  ==> Run: 0 | Epoch: (4/36)
2020-01-03T15:47:11+03:00 ==> Folder: 2 | 
  ==> Run: 3 | Epoch: (25/36)
2020-01-03T15:47:11+03:00 ==> Folder: 2 | 
  ==> Run: 1 | Epoch: (13/36)
2020-01-03T15:47:11+03:00 ==> Folder: 2 | 
  ==> Run: 5 | Epoch: (16/36)
2020-01-03T15:47:11+03:00 ==> Folder: 2 | 
  ==> Run: 8 | Epoch: (34/36)
2020-01-03T15:47:11+03:00 ==> Folder: 2 | 
  ==> Run: 7 | Epoch: (10/36)
2020-01-03T15:47:11+03:00 ==> Folder: 2 | 
  ==> Run: 0 | Epoch: (7/36)
2020-01-03T15:47:11+03:00 ==> Folder: 2 | 
  ==> Run: 3 | Epoch: (28/36)
2020-01-03T15:47:11+03:00 ==> Folder: 2 | 
  ==> Run: 5 | Epoch: (19/36)
2020-01-03T15:47:11+03:00 ==> Folder: 2 | 
  ==> Run: 1 | Epoch: (16/36)
2020-01-03T15:47:11+03:00 ==> Folder: 2 | 
  ==> Run: 0 | Epoch: (10/36)
2020-01-03T15:47:11+03:00 ==> Folder: 2 | 
Spec: (x)	 | Run: 8 | Gen: (24/50) | TSz: 0 | numG#: 13 | Elapsed: 104.24554ms
2020-01-03T15:47:11+03:00 ==> Folder: 2 | 
  ==> Run: 5 | Epoch: (22/36)
2020-01-03T15:47:11+03:00 ==> Folder: 2 | 
  ==> Run: 7 | Epoch: (13/36)
2020-01-03T15:47:11+03:00 ==> Folder: 2 | 
  ==> Run: 8 | Epoch: (1/36)
2020-01-03T15:47:11+03:00 ==> Folder: 2 | 
  ==> Run: 1 | Epoch: (19/36)
2020-01-03T15:47:11+03:00 ==> Folder: 2 | 
  ==> Run: 0 | Epoch: (13/36)
2020-01-03T15:47:11+03:00 ==> Folder: 2 | 
  ==> Run: 5 | Epoch: (25/36)
2020-01-03T15:47:11+03:00 ==> Folder: 2 | 
  ==> Run: 7 | Epoch: (16/36)
2020-01-03T15:47:11+03:00 ==> Folder: 2 | 
  ==> Run: 8 | Epoch: (4/36)
2020-01-03T15:47:11+03:00 ==> Folder: 2 | 
  ==> Run: 5 | Epoch: (28/36)
2020-01-03T15:47:11+03:00 ==> Folder: 2 | 
  ==> Run: 1 | Epoch: (22/36)
2020-01-03T15:47:11+03:00 ==> Folder: 2 | 
  ==> Run: 3 | Epoch: (31/36)
2020-01-03T15:47:11+03:00 ==> Folder: 2 | 
Spec: (x)	 | Run: 9 | Gen: (27/50) | TSz: 0 | numG#: 13 | Elapsed: 163.150061ms
2020-01-03T15:47:11+03:00 ==> Folder: 2 | 
  ==> Run: 8 | Epoch: (7/36)
2020-01-03T15:47:11+03:00 ==> Folder: 2 | 
  ==> Run: 9 | Epoch: (1/36)
2020-01-03T15:47:11+03:00 ==> Folder: 2 | 
  ==> Run: 7 | Epoch: (19/36)
2020-01-03T15:47:11+03:00 ==> Folder: 2 | 
  ==> Run: 1 | Epoch: (25/36)
2020-01-03T15:47:11+03:00 ==> Folder: 2 | 
  ==> Run: 8 | Epoch: (10/36)
2020-01-03T15:47:11+03:00 ==> Folder: 2 | 
  ==> Run: 5 | Epoch: (31/36)
2020-01-03T15:47:11+03:00 ==> Folder: 2 | 
  ==> Run: 3 | Epoch: (34/36)
2020-01-03T15:47:11+03:00 ==> Folder: 2 | 
  ==> Run: 5 | Epoch: (34/36)
2020-01-03T15:47:11+03:00 ==> Folder: 2 | 
  ==> Run: 1 | Epoch: (28/36)
2020-01-03T15:47:11+03:00 ==> Folder: 2 | 
  ==> Run: 7 | Epoch: (22/36)
2020-01-03T15:47:11+03:00 ==> Folder: 2 | 
  ==> Run: 9 | Epoch: (4/36)
2020-01-03T15:47:11+03:00 ==> Folder: 2 | 
  ==> Run: 8 | Epoch: (13/36)
2020-01-03T15:47:11+03:00 ==> Folder: 2 | 
Spec: (x)	 | Run: 5 | Gen: (28/50) | TSz: 0 | numG#: 13 | Elapsed: 60.187482ms
2020-01-03T15:47:11+03:00 ==> Folder: 2 | 
  ==> Run: 9 | Epoch: (7/36)
2020-01-03T15:47:11+03:00 ==> Folder: 2 | 
  ==> Run: 8 | Epoch: (16/36)
2020-01-03T15:47:11+03:00 ==> Folder: 2 | 
Spec: (x)	 | Run: 3 | Gen: (19/50) | TSz: 0 | numG#: 13 | Elapsed: 161.107634ms
2020-01-03T15:47:11+03:00 ==> Folder: 2 | 
  ==> Run: 1 | Epoch: (31/36)
2020-01-03T15:47:11+03:00 ==> Folder: 2 | 
  ==> Run: 0 | Epoch: (16/36)
2020-01-03T15:47:11+03:00 ==> Folder: 2 | 
  ==> Run: 2 | Epoch: (1/36)
2020-01-03T15:47:11+03:00 ==> Folder: 2 | 
  ==> Run: 5 | Epoch: (1/36)
2020-01-03T15:47:11+03:00 ==> Folder: 2 | 
  ==> Run: 5 | Epoch: (4/36)
2020-01-03T15:47:11+03:00 ==> Folder: 2 | 
  ==> Run: 6 | Epoch: (31/36)
2020-01-03T15:47:11+03:00 ==> Folder: 2 | 
  ==> Run: 4 | Epoch: (22/36)
2020-01-03T15:47:11+03:00 ==> Folder: 2 | 
  ==> Run: 5 | Epoch: (7/36)
2020-01-03T15:47:11+03:00 ==> Folder: 2 | 
  ==> Run: 0 | Epoch: (19/36)
2020-01-03T15:47:11+03:00 ==> Folder: 2 | 
  ==> Run: 1 | Epoch: (34/36)
2020-01-03T15:47:11+03:00 ==> Folder: 2 | 
  ==> Run: 8 | Epoch: (19/36)
2020-01-03T15:47:11+03:00 ==> Folder: 2 | 
  ==> Run: 7 | Epoch: (25/36)
2020-01-03T15:47:11+03:00 ==> Folder: 2 | 
  ==> Run: 7 | Epoch: (28/36)
2020-01-03T15:47:11+03:00 ==> Folder: 2 | 
  ==> Run: 3 | Epoch: (1/36)
2020-01-03T15:47:11+03:00 ==> Folder: 2 | 
  ==> Run: 9 | Epoch: (10/36)
2020-01-03T15:47:11+03:00 ==> Folder: 2 | 
  ==> Run: 2 | Epoch: (4/36)
2020-01-03T15:47:11+03:00 ==> Folder: 2 | 
  ==> Run: 5 | Epoch: (10/36)
2020-01-03T15:47:11+03:00 ==> Folder: 2 | 
  ==> Run: 6 | Epoch: (34/36)
2020-01-03T15:47:11+03:00 ==> Folder: 2 | 
  ==> Run: 4 | Epoch: (25/36)
2020-01-03T15:47:11+03:00 ==> Folder: 2 | 
Spec: (x)	 | Run: 1 | Gen: (22/50) | TSz: 0 | numG#: 13 | Elapsed: 96.495314ms
2020-01-03T15:47:11+03:00 ==> Folder: 2 | 
  ==> Run: 0 | Epoch: (22/36)
2020-01-03T15:47:11+03:00 ==> Folder: 2 | 
  ==> Run: 8 | Epoch: (22/36)
2020-01-03T15:47:11+03:00 ==> Folder: 2 | 
  ==> Run: 8 | Epoch: (25/36)
2020-01-03T15:47:11+03:00 ==> Folder: 2 | 
  ==> Run: 8 | Epoch: (28/36)
2020-01-03T15:47:11+03:00 ==> Folder: 2 | 
  ==> Run: 8 | Epoch: (31/36)
2020-01-03T15:47:11+03:00 ==> Folder: 2 | 
  ==> Run: 8 | Epoch: (34/36)
2020-01-03T15:47:11+03:00 ==> Folder: 2 | 
  ==> Run: 5 | Epoch: (13/36)
2020-01-03T15:47:11+03:00 ==> Folder: 2 | 
  ==> Run: 9 | Epoch: (13/36)
2020-01-03T15:47:11+03:00 ==> Folder: 2 | 
  ==> Run: 4 | Epoch: (28/36)
2020-01-03T15:47:11+03:00 ==> Folder: 2 | 
  ==> Run: 9 | Epoch: (16/36)
2020-01-03T15:47:11+03:00 ==> Folder: 2 | 
  ==> Run: 1 | Epoch: (1/36)
2020-01-03T15:47:11+03:00 ==> Folder: 2 | 
  ==> Run: 3 | Epoch: (4/36)
2020-01-03T15:47:11+03:00 ==> Folder: 2 | 
Spec: (x)	 | Run: 6 | Gen: (23/50) | TSz: 0 | numG#: 13 | Elapsed: 166.172359ms
2020-01-03T15:47:11+03:00 ==> Folder: 2 | 
  ==> Run: 2 | Epoch: (7/36)
2020-01-03T15:47:11+03:00 ==> Folder: 2 | 
  ==> Run: 7 | Epoch: (31/36)
2020-01-03T15:47:11+03:00 ==> Folder: 2 | 
  ==> Run: 7 | Epoch: (34/36)
2020-01-03T15:47:11+03:00 ==> Folder: 2 | 
  ==> Run: 0 | Epoch: (25/36)
2020-01-03T15:47:11+03:00 ==> Folder: 2 | 
Spec: (x)	 | Run: 8 | Gen: (25/50) | TSz: 0 | numG#: 13 | Elapsed: 57.984769ms
2020-01-03T15:47:11+03:00 ==> Folder: 2 | 
  ==> Run: 8 | Epoch: (1/36)
2020-01-03T15:47:11+03:00 ==> Folder: 2 | 
  ==> Run: 8 | Epoch: (4/36)
2020-01-03T15:47:11+03:00 ==> Folder: 2 | 
  ==> Run: 9 | Epoch: (19/36)
2020-01-03T15:47:11+03:00 ==> Folder: 2 | 
  ==> Run: 5 | Epoch: (16/36)
2020-01-03T15:47:11+03:00 ==> Folder: 2 | 
  ==> Run: 4 | Epoch: (31/36)
2020-01-03T15:47:11+03:00 ==> Folder: 2 | 
  ==> Run: 4 | Epoch: (34/36)
2020-01-03T15:47:11+03:00 ==> Folder: 2 | 
Spec: (x)	 | Run: 4 | Gen: (25/50) | TSz: 0 | numG#: 13 | Elapsed: 150.096156ms
2020-01-03T15:47:11+03:00 ==> Folder: 2 | 
Spec: (x)	 | Run: 7 | Gen: (23/50) | TSz: 0 | numG#: 13 | Elapsed: 102.041227ms
2020-01-03T15:47:11+03:00 ==> Folder: 2 | 
  ==> Run: 7 | Epoch: (1/36)
2020-01-03T15:47:11+03:00 ==> Folder: 2 | 
  ==> Run: 7 | Epoch: (4/36)
2020-01-03T15:47:11+03:00 ==> Folder: 2 | 
  ==> Run: 8 | Epoch: (7/36)
2020-01-03T15:47:11+03:00 ==> Folder: 2 | 
  ==> Run: 4 | Epoch: (1/36)
2020-01-03T15:47:11+03:00 ==> Folder: 2 | 
  ==> Run: 5 | Epoch: (19/36)
2020-01-03T15:47:11+03:00 ==> Folder: 2 | 
  ==> Run: 1 | Epoch: (4/36)
2020-01-03T15:47:11+03:00 ==> Folder: 2 | 
  ==> Run: 2 | Epoch: (10/36)
2020-01-03T15:47:11+03:00 ==> Folder: 2 | 
  ==> Run: 0 | Epoch: (28/36)
2020-01-03T15:47:11+03:00 ==> Folder: 2 | 
  ==> Run: 9 | Epoch: (22/36)
2020-01-03T15:47:11+03:00 ==> Folder: 2 | 
  ==> Run: 4 | Epoch: (4/36)
2020-01-03T15:47:11+03:00 ==> Folder: 2 | 
  ==> Run: 3 | Epoch: (7/36)
2020-01-03T15:47:11+03:00 ==> Folder: 2 | 
  ==> Run: 9 | Epoch: (25/36)
2020-01-03T15:47:11+03:00 ==> Folder: 2 | 
  ==> Run: 4 | Epoch: (7/36)
2020-01-03T15:47:11+03:00 ==> Folder: 2 | 
  ==> Run: 9 | Epoch: (28/36)
2020-01-03T15:47:11+03:00 ==> Folder: 2 | 
  ==> Run: 4 | Epoch: (10/36)
2020-01-03T15:47:11+03:00 ==> Folder: 2 | 
  ==> Run: 3 | Epoch: (10/36)
2020-01-03T15:47:11+03:00 ==> Folder: 2 | 
  ==> Run: 6 | Epoch: (1/36)
2020-01-03T15:47:11+03:00 ==> Folder: 2 | 
  ==> Run: 0 | Epoch: (31/36)
2020-01-03T15:47:11+03:00 ==> Folder: 2 | 
  ==> Run: 7 | Epoch: (7/36)
2020-01-03T15:47:11+03:00 ==> Folder: 2 | 
  ==> Run: 7 | Epoch: (10/36)
2020-01-03T15:47:11+03:00 ==> Folder: 2 | 
  ==> Run: 7 | Epoch: (13/36)
2020-01-03T15:47:11+03:00 ==> Folder: 2 | 
  ==> Run: 5 | Epoch: (22/36)
2020-01-03T15:47:11+03:00 ==> Folder: 2 | 
  ==> Run: 1 | Epoch: (7/36)
2020-01-03T15:47:11+03:00 ==> Folder: 2 | 
  ==> Run: 2 | Epoch: (13/36)
2020-01-03T15:47:11+03:00 ==> Folder: 2 | 
  ==> Run: 8 | Epoch: (10/36)
2020-01-03T15:47:11+03:00 ==> Folder: 2 | 
  ==> Run: 3 | Epoch: (13/36)
2020-01-03T15:47:11+03:00 ==> Folder: 2 | 
  ==> Run: 9 | Epoch: (31/36)
2020-01-03T15:47:11+03:00 ==> Folder: 2 | 
  ==> Run: 4 | Epoch: (13/36)
2020-01-03T15:47:11+03:00 ==> Folder: 2 | 
  ==> Run: 6 | Epoch: (4/36)
2020-01-03T15:47:11+03:00 ==> Folder: 2 | 
  ==> Run: 7 | Epoch: (16/36)
2020-01-03T15:47:11+03:00 ==> Folder: 2 | 
  ==> Run: 0 | Epoch: (34/36)
2020-01-03T15:47:11+03:00 ==> Folder: 2 | 
  ==> Run: 1 | Epoch: (10/36)
2020-01-03T15:47:11+03:00 ==> Folder: 2 | 
  ==> Run: 9 | Epoch: (34/36)
2020-01-03T15:47:11+03:00 ==> Folder: 2 | 
Spec: (x)	 | Run: 0 | Gen: (27/50) | TSz: 0 | numG#: 13 | Elapsed: 131.833495ms
2020-01-03T15:47:11+03:00 ==> Folder: 2 | 
  ==> Run: 2 | Epoch: (16/36)
2020-01-03T15:47:11+03:00 ==> Folder: 2 | 
  ==> Run: 8 | Epoch: (13/36)
2020-01-03T15:47:11+03:00 ==> Folder: 2 | 
  ==> Run: 1 | Epoch: (13/36)
2020-01-03T15:47:11+03:00 ==> Folder: 2 | 
  ==> Run: 6 | Epoch: (7/36)
2020-01-03T15:47:11+03:00 ==> Folder: 2 | 
  ==> Run: 3 | Epoch: (16/36)
2020-01-03T15:47:11+03:00 ==> Folder: 2 | 
  ==> Run: 4 | Epoch: (16/36)
2020-01-03T15:47:11+03:00 ==> Folder: 2 | 
Spec: (x)	 | Run: 9 | Gen: (28/50) | TSz: 0 | numG#: 13 | Elapsed: 93.408029ms
2020-01-03T15:47:11+03:00 ==> Folder: 2 | 
  ==> Run: 9 | Epoch: (1/36)
2020-01-03T15:47:11+03:00 ==> Folder: 2 | 
  ==> Run: 9 | Epoch: (4/36)
2020-01-03T15:47:11+03:00 ==> Folder: 2 | 
  ==> Run: 0 | Epoch: (1/36)
2020-01-03T15:47:11+03:00 ==> Folder: 2 | 
  ==> Run: 5 | Epoch: (25/36)
2020-01-03T15:47:11+03:00 ==> Folder: 2 | 
  ==> Run: 7 | Epoch: (19/36)
2020-01-03T15:47:11+03:00 ==> Folder: 2 | 
  ==> Run: 6 | Epoch: (10/36)
2020-01-03T15:47:11+03:00 ==> Folder: 2 | 
  ==> Run: 1 | Epoch: (16/36)
2020-01-03T15:47:11+03:00 ==> Folder: 2 | 
  ==> Run: 8 | Epoch: (16/36)
2020-01-03T15:47:11+03:00 ==> Folder: 2 | 
  ==> Run: 3 | Epoch: (19/36)
2020-01-03T15:47:11+03:00 ==> Folder: 2 | 
  ==> Run: 4 | Epoch: (19/36)
2020-01-03T15:47:11+03:00 ==> Folder: 2 | 
  ==> Run: 2 | Epoch: (19/36)
2020-01-03T15:47:11+03:00 ==> Folder: 2 | 
  ==> Run: 2 | Epoch: (22/36)
2020-01-03T15:47:11+03:00 ==> Folder: 2 | 
  ==> Run: 2 | Epoch: (25/36)
2020-01-03T15:47:11+03:00 ==> Folder: 2 | 
  ==> Run: 2 | Epoch: (28/36)
2020-01-03T15:47:11+03:00 ==> Folder: 2 | 
  ==> Run: 2 | Epoch: (31/36)
2020-01-03T15:47:11+03:00 ==> Folder: 2 | 
  ==> Run: 6 | Epoch: (13/36)
2020-01-03T15:47:11+03:00 ==> Folder: 2 | 
  ==> Run: 9 | Epoch: (7/36)
2020-01-03T15:47:11+03:00 ==> Folder: 2 | 
  ==> Run: 6 | Epoch: (16/36)
2020-01-03T15:47:11+03:00 ==> Folder: 2 | 
  ==> Run: 9 | Epoch: (10/36)
2020-01-03T15:47:11+03:00 ==> Folder: 2 | 
  ==> Run: 9 | Epoch: (13/36)
2020-01-03T15:47:11+03:00 ==> Folder: 2 | 
  ==> Run: 9 | Epoch: (16/36)
2020-01-03T15:47:11+03:00 ==> Folder: 2 | 
  ==> Run: 1 | Epoch: (19/36)
2020-01-03T15:47:11+03:00 ==> Folder: 2 | 
  ==> Run: 3 | Epoch: (22/36)
2020-01-03T15:47:11+03:00 ==> Folder: 2 | 
  ==> Run: 8 | Epoch: (19/36)
2020-01-03T15:47:11+03:00 ==> Folder: 2 | 
  ==> Run: 0 | Epoch: (4/36)
